Hauptartikelnr;Artikelname;Hersteller;Beschreibung;Materialangaben;Geschlecht;Produktart;?rmel;Bein;Kragen;Herstellung;Taschenart;Grammatur;Material;Ursprungsland;Bildname
L233;Mens Short June;SOL's;Elastischer Bund - Zwei Seitentaschen;80% Baumwolle / 20% Polyester;Herren;Shorts;;;;;;240 g/m?;Baumwollgemisch;CN;l233.jpg
L234;Womens Shorts Juicy;SOL's;Elastischer Bund - Zwei Seitentaschen - Kontraststreifen am B?ndchen;80% Baumwolle / 20% Polyester;Damen;Shorts;;;;;;240 g/m?;Baumwollgemisch;CN;l234.jpg
L237;Ladies Tank Top Cactus 220;SOL's;Gek?mmte Baumwolle, Taillierter Schnitt, Doppeltes B?ndchen, Dehnbare Doppelziernaht an Kragen sowie Armausschnitt und Bund, Gerader Saum;100% Baumwolle;Damen;T-Shirts;?rmellos;;Boat-Neck;Konventionell;;220 g/m?;Baumwolle;BD;l237.jpg
L238;Ladies Polo Shirt Panach;SOL's;Gek?mmte Baumwolle, Feminines Rugby-Polohemd aus gek?mmter Baumwolle, Nackenband und knopflose Leiste aus wei?em Baumwoll-Twill, Seitenn?hte, 3/4 ?rmel;100% Baumwolle;Damen;Poloshirts;3/4-Arm;;V-Ausschnitt;Konventionell;;190 g/m?;Baumwolle;BD;l238.jpg
L239K;Kids Long Sleeves Tee Shirt Vintage;SOL's;Elasthan-Anteil im Kragen, Verst?rktes Nackenband, Rundgestrickt, Halbgek?mmte Baumwolle;100% Baumwolle;Kinder;T-Shirts;Langarm;;Rundhals;Konventionell;;170 g/m?;Baumwolle;BD;l239k.jpg
L241;Langarm T-Shirt Monarch;SOL?S;Schlauchware, Verst?rkendes Nackenband, Elasthan Ripp-Strick-Kragen, Doppelnaht an Kragen sowie ?rmeln und Bund, Halbgek?mmte Baumwolle;100% Baumwolle (Grey Melange: 85% Baumwolle / 15% Viskose);Herren;T-Shirts;Langarm;;Rundhals;Konventionell;;150 g/m?;Baumwolle;BD;l241.jpg
L245;Womens Long Sleeves-T Majestic;SOL?S;Halbgek?mmte Baumwolle, Figurbetonter Schnitt, Rundhals mit Elasthan Feinripp-Rand, Seitenn?hte, Dekolletiert, Nackenband, B?ndchen ohne Feinripp;100% Baumwolle;Damen;T-Shirts;Langarm;;Boat-Neck;Konventionell;;150 g/m?;Baumwolle;BD;l245.jpg
L247;Women Slub Longsleeve Marais;SOL's;Geschlitzter V-Ausschnitt, Raw-edge N?hte, Slub Jersey, Halb gek?mmte Baumwolle;100% Baumwolle;Damen;T-Shirts;Langarm;;V-Ausschnitt;Konventionell;;150 g/m?;Baumwolle;BD;l247.jpg
L255;Ladies Top Coconut;SOL's;Enge Passform und weiter Kragenverlauf, Seitenn?hte, Tailliert, Ripp-Saumband, Doppelnaht an Kragen sowie Armausschnitten und Bund, Gek?mmte Baumwolle;100% Baumwolle (Grey Melange: 85% Baumwolle / 15% Viskose);Damen;T-Shirts;?rmellos;;Boat-Neck;Konventionell;;220 g/m?;Baumwolle;BD;l255.jpg
L268;Cap Sleeve Boat Neck Melrose 150;SOL's;Halb gek?mmte Baumwolle, Doppelziernaht an den ?rmeln und am Saumabschluss, Gerader Saum, Satin-Label;100% Baumwolle;Damen;T-Shirts;Kurzarm;;Boat-Neck;Konventionell;;150 g/m?;Baumwolle;BD;l268.jpg
L270;Women?s Cap Sleeve Tee Shirt Mint;SOL's;Elasthan-Anteil f?r gute Passform, Raw-Cut V-Ausschnitt, Gek?mmte Baumwolle;95% Baumwolle / 5% Elasthan;Damen;T-Shirts;Kurzarm;;V-Ausschnitt;Konventionell;;170 g/m?;Baumwollgemisch;BD;l270.jpg
L293;Women?s T-Shirt Short Scoop;SOL's;Slub Jersey - Slub-Material ist sehr d?nn, leicht durchscheinend und wirkt ausgewaschen - Seitenn?hte - Sehr feminin - Dekolletiert - Nahtlose ?rmel - Rundhalskragen mit Feinripp - Halbgek?mmte Baumwolle;100% Baumwolle;Damen;T-Shirts;Kurzarm;;Boat-Neck;Konventionell;;150 g/m?;Baumwolle;BD;l293.jpg
L311;Sweatshirt New Supreme;SOL's;"Baumwoll-Polyester-Gemisch f?r guten Feuchtigkeitstransport, innen sehr weiches Fleece, Set-in-?rmel (Naht an der Schulter), legerer Schnitt, fein gerippte B?ndchen, Heavyweight / schwerer Stoff
";50% Baumwolle / 50% Polyester;Herren;Pullover;Langarm;;Rundhals;Konventionell;;280 g/m?;Baumwollgemisch;CN;l311.jpg
L311K;Kids Sweatshirt New Supreme;SOL's;Verst?rkendes Nackenband, Elasthan-B?ndchen an ?rmeln, Kragen und Saum, Innen angeraut, Set-in-?rmel;50% Baumwolle / 50% Polyester;Kinder;Pullover;Langarm;;Rundhals;Konventionell;;280 g/m?;Baumwollgemisch;CN;l311k.jpg
L312;Men Sweat Shirt Scott 1/4 Zip;SOL?S;Trucker-Kragen mit 1/4-Rei?verschluss, Kontrastfarbener Innenkragen, Elasthan Ripp-Strick an ?rmeln und Bund, Innen angeraut;50% Baumwolle / 50% Polyester;Herren;Pullover;Langarm;;1/4-Rei?verschluss;Konventionell;;280 g/m?;Baumwollgemisch;CN;l312.jpg
L325K;Kid?s Hooded Sweat Slam;SOL's;Innen angeraut, Gef?tterte Kapuze ohne Kordel, Ripp-B?ndchen und -Saum mit Elasthan, K?ngurutasche;50% Baumwolle / 50% Polyester;Kinder;Pullover;Langarm;;Mit Kapuze;Konventionell;;280 g/m?;Baumwollgemisch;CN;l325k.jpg
L326;Sweatshirt Spider;SOL's;Nackenband - Ripp-Strick-B?ndchen, -Ausschnitt und -Saum mit Elasthan;50% Baumwolle / 50% Polyester;Herren;Pullover;Kurzarm;;Rundhals;;;260 g/m?;Baumwollgemisch;PK;l326.jpg
L327;Unisex Sweatshirt Supreme;SOL's;Nackenband - Ripp-Strick-B?ndchen, -Ausschnitt und -Saum mit Elasthan - Aus Einzelteilen gen?ht;80% Baumwolle / 20% Polyester;Herren;Pullover;Kurzarm;;Rundhals;;;280 g/m?;Baumwollgemisch;PK;l327.jpg
L330;Unisex Hooded Sweat-Shirt Snake;SOL?S;Kapuzen-Sweatshirt in l?ssigem Style, Angesetzte ?rmel, K?ngurutasche, Gef?tterte Kapuze mit gleichfarbigem Zugband, Doppeln?hte, Elasthan-Ripp-Strick-B?ndchen an ?rmeln und Saum, Innen angerauht, Ringgesponnene Baumwolle;50% Baumwolle / 50% Polyester;Herren;Pullover;Langarm;;Mit Kapuze;Konventionell;;280 g/m?;Baumwollgemisch;PK;l330.jpg
L384;Mens Bermuda Jungle;SOL's;Zwei Fronttaschen, Zwei Seitentaschen mit Klappe, Ges??tasche mit Klappe, G?rtelschlaufen, Twill-Material, Gewaschene Baumwolle, Verstellbare Bundweite durch Zugb?nder;100% Baumwolle;Herren;Shorts;;Kurz;;Konventionell;;235 g/m?;Baumwolle;CN;l384.jpg
L385;Mens Trousers Jeep;SOL's;Zwei Seitentaschen, Baumwoll-Twill, Ges??tasche mit Klappe, Regulierbare Bundweite durch Zugband, Gewaschene Baumwolle;100% Baumwolle;Herren;Freizeithose;;Lang;;Konventionell;;235 g/m?;Baumwolle;CN;l385.jpg
L386;Jogging Trousers Jogger;SOL's;Innen angeraut, Eine aufgesetzte Ges??tasche, Zwei Seitentaschen, Elastische Beinabschl?sse, Elastischer Taillenbund;50% Baumwolle / 50% Polyester;Herren;Jogginghosen;;Lang;;Konventionell;;240 g/m?;Baumwollgemisch;CN;l386.jpg
L410;Mens V Neck Sweater Galaxy;SOL's;Angesetzte ?rmel, Klassischer Stil, Ripp-Strick an Kragen und ?rmelb?ndchen;50% Baumwolle / 50% Polyacryl;Herren;Pullover;Langarm;;V-Ausschnitt;Konventionell;;240 g/m?;Baumwollgemisch;BD;l410.jpg
L411;Womens V Neck Sweater Galaxy;SOL's;Angesetzte ?rmel, Klassischer Stil, Ripp-Strick an Kragen und ?rmelb?ndchen, Tailliert geschnitten;50% Baumwolle / 50% Polyacryl;Damen;Pullover;Langarm;;V-Ausschnitt;Konventionell;;240 g/m?;Baumwollgemisch;BD;l411.jpg
L412;Unisex Sleeveless Sweater Gentlemen;SOL's;?rmelans?tze und Taillenbund aus 1x1 Elasthan-Ripp f?r erh?hten Tragekomfort, Moderne Armausschnitte, Gerade geschnitten;50% Baumwolle / 50% Polyacryl;Herren;Pullover;?rmellos;;V-Ausschnitt;;;280 g/m?;Baumwollgemisch;BD;l412.jpg
L413;Zipped Knitted Cardigan Gordon Men;SOL's;Angesetzte ?rmel, 1x1 Ripp-Kragen, gestricktes, kontrastfarben gestreiftes Nackenband, ?rmelb?ndchen und Bund aus 1x1 Elasthan-Ripp, Verdeckter Rei?verschluss vorne, Moderner Armausschnitt, Gerader Schnitt;50% Baumwolle / 50% Polyarcyl;Herren;Pullover;Langarm;;;;;280 g/m?;Baumwollgemisch;BD;l413.jpg
L414;Zipped Knitted Cardigan Gordon Women;SOL's;Angesetzte ?rmel, 1x1 Ripp-Kragen, innen kontrastfarben gestreiftes Nackenband, Manschetten und Bund in 1x1 Elasthan-Ripp, Verdeckter Rei?verschluss vorne, Modischer Armausschnitt, Taillierter Schnitt;50% Baumwolle / 50% Polyacryl;Damen;Pullover;Langarm;;;;;280 g/m?;Baumwollgemisch;BD;l414.jpg
L418;Golden Men V-Neck Knitted Cardigan;SOL's;Strick-Cardigan im klassischen Stil, Angesetzte ?rmel, Elasthan-Ripp-Strickb?ndchen an ?rmeln und Saum f?r Formbest?ndigkeit, Gleichfarbige Strick-Knopfleiste, Modischer Armausschnitt, Ersatzknopf an der Innenseite des Saums, Schmal geschnitten;50% Baumwolle / 50% Polyacryl;Herren;Pullover;Langarm;;Knopfleiste;Konventionell;;280 g/m?;Baumwollgemisch;BD;l418.jpg
L419;Golden Women V-Neck Knitted Cardigan;SOL's;Strick-Cardigan in klassischem Stil, Angesetzte ?rmel, Elasthan-Ripp-Strickb?ndchen an ?rmeln und Saum f?r Formbest?ndigkeit, Gleichfarbige Strick-Knopfleiste, Modischer Armausschnitt, Ersatzknopf an der Innenseite des Saums, Schmal geschnitten;50% Baumwolle / 50% Polyacryl;Damen;Pullover;Langarm;;Knopfleiste;Konventionell;;280 g/m?;Baumwollgemisch;BD;l419.jpg
L420;Hooded-Sweater Slam;SOL's;Gewebtes Etikett, Molton innen angeraut, Elasthan Ripp-Strick an ?rmeln und Bund, K?ngurutasche, Doppeln?hte an B?ndchen sowie Armausschnitten und Kragen, Kapuze mit farblich abgestimmter Kordel und ?sen;50% Baumwolle / 50% Polyester;Herren;Pullover;Langarm;;Mit Kapuze;Konventionell;;320 g/m?;Baumwollgemisch;CN;l420.jpg
L466;Rugbyshirt Pack;SOL's;Drei wei?e Gummikn?pfe, Doppeln?hte an Armabschl?ssen und Saum, Seitenn?hte, Wei?er Twillkragen, Halbgek?mmte Baumwolle;100% Baumwolle;Herren;Poloshirts;Langarm;;Knopfleiste;Konventionell;;280 g/m?;Baumwolle;BD;l466.jpg
L472;Men?s Zipped Jacket Sundae;SOL's;Innen angeraut, Nackenband, Bund und B?ndchern aus Elasthan 2x2 Ripp-Strick, Stehkragen, Zwei Seitentaschen, Raglan?rmel, Kunststoff-Rei?verschluss;50% Baumwolle / 50% Polyester (Deep Grey Melange: 65% Polyester / 35% Baumwolle);Herren;Sweatjacken;Langarm;;;Konventionell;;280 g/m?;Baumwollgemisch;CN;l472.jpg
L474;Women?s Zipped Jacket Soda;SOL's;Molton innen angeraut, Nackenband, Raglan?rmel, Bund und B?ndchen aus Elasthan 2x2 Ripp-Strick, Stehkragen, Zwei Seitentaschen, Figurbetonter Schnitt;50% Baumwolle / 50% Polyester (Deep Grey Melange: 65% Polyester / 35% Baumwolle);Damen;Sweatjacken;Langarm;;;Konventionell;;280 g/m?;Baumwollgemisch;CN;l474.jpg
L477;Hooded Zipped Jacket Silver;SOL's;Elasthan Feinripp-Rand, Zwei K?ngurutaschen, Figurbetonter Schnitt, Innen angeraut, Gef?tterte Kapuze mit kontrastfarbener Kordel;50% Baumwolle / 50% Polyester;Herren;Sweatjacken;Langarm;;Mit Kapuze;Konventionell;;280 g/m?;Baumwollgemisch;CN;l477.jpg
L478;Men Hooded Zipped Jacket Seven;SOL's;Zwei K?ngurutaschen, Elasthan Ripp-Strick an ?rmeln und Bund, Gef?tterte Kapuze mit Kordel und Stopper, Innen angeraut, Nylon Rei?verschluss;50% Baumwolle / 50% Polyester;Herren;Sweatjacken;Langarm;;Mit Kapuze;Konventionell;;280 g/m?;Baumwollgemisch;CN;l478.jpg
L479;Women Hooded Zipped Jacket Seven;SOL's;Figurbetont geschnitten, Gef?tterte Kapuze mit Kordel, Elasthan Ripp-Strick an ?rmeln und Bund, Zwei K?ngurutaschen, Innen angeraut, Nylon Rei?verschluss;50% Baumwolle / 50% Polyester;Damen;Sweatjacken;Langarm;;Mit Kapuze;Konventionell;;280 g/m?;Baumwollgemisch;CN;l479.jpg
L480;Contrasted Zipped Hooded Jacket Soul Men;SOL's;Zwei K?ngurutaschen - Elasthan Ripp-Strick an ?rmeln und Bund - Innen angeraut - Kontrastfarbene, gef?tterte Kapuze mit Kordel;50% Baumwolle / 50% Polyester;Herren;Sweatjacken;Langarm;;Mit Kapuze;Konventionell;;280 g/m?;Baumwollgemisch;CN;l480.jpg
L481;Contrast Hooded Zip Jacket Soul Women;SOL's;Zwei K?ngurutaschen - Elasthan Ripp-Strick an ?rmeln und Bund - Innen angeraut - Kontrastfarbene, gef?tterte Kapuze mit Kordel - Figurbetont geschnitten;50% Baumwolle / 50% Polyester;Damen;Sweatjacken;Langarm;;Mit Kapuze;Konventionell;;280 g/m?;Baumwollgemisch;CN;l481.jpg
L482;Unisex Zipped Jacket Sherpa;SOL's;Kapuze und Korpus Sherpa-gef?ttert, Angesetzte ?rmel, K?ngurutaschen, ?rmelb?ndchen, Taillenbund und Taschen aus 2x2 Ripp, Breiter, flacher Kordelzug in Kontrastfarbe, Verdeckter Rei?verschluss, Taillierter Schnitt;80% Baumwolle / 20% Polyester;Herren;Sweatjacken;Langarm;;Mit Kapuze;;;280 g/m?;Baumwollgemisch;CN;l482.jpg
L512;Summer Polo II;SOL?S;Feinripp-Kragen, Nackenband, Drei gleichfarbige Kn?pfe, Seitenschlitze, Gerade geschnittener Bund;100% Baumwolle (Grey Melange: 85% Baumwolle / 15% Polyester- Ash: 98% Baumwolle / 2% Viskose);Herren;Poloshirts;Kurzarm;;Knopfleiste;Konventionell;;170 g/m?;Baumwolle;BD;l512.jpg
L512K;Kids Summer Polo II;SOL's;Seitennaht, Gerader Abschluss unten mit Seitenschlitzen, Verst?rktes Nackenband, Doppelnaht an Kragen und Bund, Knopfleiste mit drei gleichfarbigen Kn?pfen, Ripp-Kragen, Gek?mmte Baumwolle;100% Baumwolle;Kinder;Poloshirts;Kurzarm;;Knopfleiste;Konventionell;;170 g/m?;Baumwolle;BD;l512k.jpg
L513;Women?s Polo Passion;SOL?S;Gek?mmte Baumwolle, Strick-Kragen, Vier gleichfarbige Kn?pfe, Seitenschlitze, Gerade geschnittener Bund;100% Baumwolle;Herren;Poloshirts;Kurzarm;;Knopfleiste;Konventionell;;170 g/m?;Baumwolle;BD;l513.jpg
L519;Ladies Polo People 210;SOL's;"klassisches Baumwoll-Piqu?, 4er-Leiste mit Ton-in-Ton Kn?pfen, regul?rer; leicht taillierter Schnitt, dezent angeschnittene ?rmel, Seitenschlitze, Midweight / mittelschwerer Stoff";100% Baumwolle (Grey Melange: 85% Baumwolle / 15% Viskose);Damen;Poloshirts;Kurzarm;;Knopfleiste;Konventionell;;210 g/m?;Baumwolle;BD;l519.jpg
